3.37116 0 0 0 0 0
1.91533 1 0 0 0 0
-1.6791 0 1 0 0 0
-0.629274 0 0 1 0 0
0.81534 0 0 0 1 0
0.142132 0 0 0 0 1
0.96848 2 0 0 0 0
-1.61544 1 1 0 0 0
0.325216 0 2 0 0 0
-0.721699 1 0 1 0 0
0.633431 0 1 1 0 0
-0.179273 0 0 2 0 0
0.0975512 1 0 0 1 0
-0.852102 0 1 0 1 0
-0.500382 0 0 1 1 0
-0.860964 0 0 0 2 0
0.63418 1 0 0 0 1
-0.709883 0 1 0 0 1
0.178111 0 0 1 0 1
-0.167696 0 0 0 1 1
1.50372e-05 0 0 0 0 2
0.58597 3 0 0 0 0
-0.147056 2 1 0 0 0
-0.590186 1 2 0 0 0
0.831191 0 3 0 0 0
-1.19008 2 0 1 0 0
1.23914 1 1 1 0 0
-0.663019 0 2 1 0 0
-0.817063 1 0 2 0 0
0.990083 0 1 2 0 0
2.67307e-05 0 0 3 0 0
0.163095 2 0 0 1 0
-1.39569 1 1 0 1 0
0.963208 0 2 0 1 0
-0.177848 1 0 1 1 0
1.65649 0 1 1 1 0
-0.0222849 0 0 2 1 0
-0.703368 1 0 0 2 0
1.1354 0 1 0 2 0
0.3276 0 0 1 2 0
0.0784444 0 0 0 3 0
-0.314279 2 0 0 0 1
-0.49411 1 1 0 0 1
0.395772 0 2 0 0 1
-0.410215 1 0 1 0 1
0.383358 0 1 1 0 1
0.251772 0 0 2 0 1
0.339838 1 0 0 1 1
0.173439 0 1 0 1 1
-3.76498e-08 0 0 1 1 1
0.0123043 0 0 0 2 1
0.782829 1 0 0 0 2
2.37912e-05 0 1 0 0 2
7.65984e-07 0 0 1 0 2
-0.315704 0 0 0 1 2
-0.453365 0 0 0 0 3
0.118734 4 0 0 0 0
-0.0282736 3 1 0 0 0
-0.334225 2 2 0 0 0
-0.352542 1 3 0 0 0
0.572143 0 4 0 0 0
-0.587876 3 0 1 0 0
1.63658 2 1 1 0 0
0.857836 1 2 1 0 0
-2.3608 0 3 1 0 0
-1.0529 2 0 2 0 0
1.85292 1 1 2 0 0
-0.548883 0 2 2 0 0
0.652091 1 0 3 0 0
-0.967375 0 1 3 0 0
-0.0713441 0 0 4 0 0
-0.199878 3 0 0 1 0
0.290029 2 1 0 1 0
-0.376383 1 2 0 1 0
-0.00906285 0 3 0 1 0
-1.35988 2 0 1 1 0
3.39001 1 1 1 1 0
-1.87637 0 2 1 1 0
-0.21874 1 0 2 1 0
0.430378 0 1 2 1 0
0.124748 0 0 3 1 0
0.0393405 2 0 0 2 0
0.298454 1 1 0 2 0
-0.0291929 0 2 0 2 0
0.0660317 1 0 1 2 0
-0.577389 0 1 1 2 0
-0.00971209 0 0 2 2 0
0.0988769 1 0 0 3 0
-0.232396 0 1 0 3 0
-0.0821261 0 0 1 3 0
0.0348937 0 0 0 4 0
-0.596158 3 0 0 0 1
0.710791 2 1 0 0 1
0.281773 1 2 0 0 1
-0.161668 0 3 0 0 1
0.524699 2 0 1 0 1
0.743623 1 1 1 0 1
-1.16176 0 2 1 0 1
0.0280514 1 0 2 0 1
-1.24881 0 1 2 0 1
0.12233 0 0 3 0 1
0.273607 2 0 0 1 1
0.173564 1 1 0 1 1
-0.189183 0 2 0 1 1
-0.0848574 1 0 1 1 1
0.164684 0 1 1 1 1
-0.165912 0 0 2 1 1
-0.212984 1 0 0 2 1
-0.00832667 0 1 0 2 1
-0.027915 0 0 1 2 1
0.0155811 0 0 0 3 1
-3.84524e-06 2 0 0 0 2
-0.00574612 1 1 0 0 2
0.938428 0 2 0 0 2
0.827469 1 0 1 0 2
-0.0991633 0 1 1 0 2
-0.000859594 0 0 2 0 2
-0.347829 1 0 0 1 2
-0.43583 0 1 0 1 2
-0.0178927 0 0 1 1 2
0.126574 0 0 0 2 2
-4.57599e-08 1 0 0 0 3
0.00163011 0 1 0 0 3
0.00118759 0 0 1 0 3
2.53277e-05 0 0 0 1 3
1.00835e-05 0 0 0 0 4
