0.0221659 0 0 0 0 0
0.0512673 1 0 0 0 0
0.0942793 0 1 0 0 0
-0.526541 0 0 1 0 0
0.06758 0 0 0 1 0
-0.0561164 0 0 0 0 1
-0.433778 2 0 0 0 0
2.57293 1 1 0 0 0
-0.869369 0 2 0 0 0
0.13733 1 0 1 0 0
0.789993 0 1 1 0 0
0.0013335 0 0 2 0 0
0.353632 1 0 0 1 0
0.105859 0 1 0 1 0
0.0496419 0 0 1 1 0
-0.00172226 0 0 0 2 0
-0.0645415 1 0 0 0 1
0.360078 0 1 0 0 1
-0.156403 0 0 1 0 1
-0.353962 0 0 0 1 1
-0.389538 0 0 0 0 2
-0.648341 3 0 0 0 0
-0.0811464 2 1 0 0 0
0.662447 1 2 0 0 0
-0.782222 0 3 0 0 0
-0.274889 2 0 1 0 0
-0.0902158 1 1 1 0 0
0.317418 0 2 1 0 0
-0.279211 1 0 2 0 0
-0.281539 0 1 2 0 0
0.0805617 0 0 3 0 0
-0.753571 2 0 0 1 0
1.86268 1 1 0 1 0
-1.61427 0 2 0 1 0
-0.301874 1 0 1 1 0
0.149294 0 1 1 1 0
-0.0285178 0 0 2 1 0
0.31058 1 0 0 2 0
-0.432875 0 1 0 2 0
0.18886 0 0 1 2 0
-0.0625544 0 0 0 3 0
-0.0880701 2 0 0 0 1
-0.073827 1 1 0 0 1
0.013352 0 2 0 0 1
0.225152 1 0 1 0 1
-0.667022 0 1 1 0 1
0.258819 0 0 2 0 1
-0.0180583 1 0 0 1 1
-0.0768124 0 1 0 1 1
0.0147645 0 0 1 1 1
0.299981 0 0 0 2 1
-0.0305103 1 0 0 0 2
0.0252361 0 1 0 0 2
0.332668 0 0 1 0 2
0.164097 0 0 0 1 2
0.155102 0 0 0 0 3
0.123821 4 0 0 0 0
0.131905 3 1 0 0 0
0.405568 2 2 0 0 0
0.460931 1 3 0 0 0
-0.424414 0 4 0 0 0
0.811774 3 0 1 0 0
-0.60391 2 1 1 0 0
-0.576791 1 2 1 0 0
0.167792 0 3 1 0 0
-0.0968655 2 0 2 0 0
-0.704067 1 1 2 0 0
0.23142 0 2 2 0 0
-0.103083 1 0 3 0 0
-0.1556 0 1 3 0 0
-0.0662483 0 0 4 0 0
0.452052 3 0 0 1 0
-1.32884 2 1 0 1 0
0.0920192 1 2 0 1 0
0.636717 0 3 0 1 0
0.339099 2 0 1 1 0
-0.857333 1 1 1 1 0
0.501733 0 2 1 1 0
0.887493 1 0 2 1 0
-0.491981 0 1 2 1 0
-0.0916726 0 0 3 1 0
-0.101444 2 0 0 2 0
0.605902 1 1 0 2 0
-0.293133 0 2 0 2 0
-0.174181 1 0 1 2 0
-0.0211841 0 1 1 2 0
-0.026265 0 0 2 2 0
-0.138565 1 0 0 3 0
0.180894 0 1 0 3 0
-0.00166166 0 0 1 3 0
0.00976268 0 0 0 4 0
0.73715 3 0 0 0 1
-0.634996 2 1 0 0 1
-0.454761 1 2 0 0 1
0.496218 0 3 0 0 1
0.328904 2 0 1 0 1
-0.980924 1 1 1 0 1
-0.495171 0 2 1 0 1
-0.0923249 1 0 2 0 1
-0.299893 0 1 2 0 1
-0.285443 0 0 3 0 1
-0.0023498 2 0 0 1 1
-0.505906 1 1 0 1 1
0.557526 0 2 0 1 1
0.363471 1 0 1 1 1
0.0844521 0 1 1 1 1
0.211073 0 0 2 1 1
-0.131602 1 0 0 2 1
0.00130572 0 1 0 2 1
-0.123151 0 0 1 2 1
-0.00961402 0 0 0 3 1
0.166354 2 0 0 0 2
